bedrooms,total_sqft,bath,balcony,price
2,1230,2,2,44
2,1000,2,3,28
4,740,2,1,24.5
3,1330,2,2,46.45
4,3005,5,,275
3,1300,3,2,170
2,1243,2,2,46
4,936,2,1,60.84
3,1500,2,2,100
3,1200,4,1,156
2,1073,2,2,72
2,1300,2,2,56
4,4201,4,3,435
2,1065,2,1,30.75
2,1216,2,1,66.88
3,1252,3,2,59
2,1196,2,1,44.8
2,1027,2,2,44
3,610,2,1,75
3,1270,2,2,57.15
2,1171,2,2,39
3,1215,2,3,48.6
1,600,1,0,20
2,1180,2,1,77
2,1160,2,1,33.51
4,4382,4,3,400
3,2140,3,2,139
3,1500,3,1,100
2,1008,2,2,52
3,1921,4,3,129
2,1127,2,2,32
3,1621,3,1,124
3,2400,3,0,360
3,1030,2,2,77.25
2,1314,2,1,84
3,1220,3,1,56
4,600,3,1,97
3,1590,2,3,85
2,703,2,1,49.5
3,1795,3,2,64.62
4,3000,3,0,132
4,4395,4,2,242
2,825,2,1,35
4,4025,6,1,350
3,1254,2,1,70
3,2040,3,2,114
3,2215,4,2,154
2,1478,2,2,125
3,2475,4,3,337
3,1669,3,2,298
3,1820,3,2,79.5
3,1623,3,1,89
2,1243,2,2,46
2,1200,2,2,40.5
3,1613,3,3,72
2,1293,2,2,80
2,1065,2,2,28.5
2,940,2,1,69.57
3,1181,2,1,65
3,2215,3,2,275
1,1100,2,,75
2,1050,2,1,36
3,1260,2,1,75
5,2800,3,2,425
3,1500,3,2,56
6,1200,6,3,132
2,1000,2,0,66
3,1530,3,3,73
2,1140,2,2,46
3,1864,3,3,115
3,1575,3,3,55
3,1200,3,,105
2,945,2,1,45
3,1691,3,2,100
2,1200,2,3,135
3,1220,3,1,35.25
1,600,1,1,35
2,1160,2,2,39
3,1950,2,,89.5
3,1650,3,1,85
4,2400,4,1,150
2,795,1,1,32.6
5,800,5,1,95
5,1400,5,1,97
3,2285,4,1,165
2,1243,2,2,46
2,1263,2,1,51.5
5,1200,4,2,115
3,1345,2,1,69
5,4400,5,3,240
3,1360,2,1,58
2,1026,2,1,60.55
2,1050,2,2,38
3,1460,3,3,76
3,1525,2,2,91.48
3,1843,3,2,85
2,1000,2,3,25
3,1642,2,1,115
3,1200,2,0,66
2,975,2,1,60
3,1075,2,1,44
2,1210,2,1,77.93
3,2000,3,2,100
2,1225,2,0,68
2,1290,2,1,80.04
2,1220,2,0,56
1,1500,2,0,85
2,1361,2,2,79
5,2801.25,4,1,462
2,1394,2,2,85
2,870,2,1,27
4,5000,5,3,300
2,1222,2,2,98
2,1420,2,1,99.39
3,1846,3,2,135
2,1688.12,2,1,270
2,1167,2,2,64.08
2,902,2,2,25
4,2422,4,3,135
2,1050,2,2,52.5
2,1000,2,0,50
2,1260,2,0,58
3,3000,3,2,450
2,939,2,2,39
9,1590,6,1,150
1,600,1,0,37
2,1298,2,1,59
3,1710,3,2,135
2,1000,2,1,45
3,3350,3,3,150
2,1200,4,1,138
2,1100,2,2,68
1,615,1,1,46
2,1350,2,1,85
4,5000,5,2,325
3,2700,3,1,501
6,4000,6,2,460
3,1718,3,2,130
3,1680,3,2,112
2,1500,2,0,90
3,1157,2,1,72
2,1179,2,1,51
2,1255,2,0,60.48
2,1105,2,2,28.18
3,1800,3,2,175
2,1010,2,1,52
1,630,1,1,46
2,1200,2,1,36.1
2,1025,2,1,60
2,1195,2,2,59
2,1012,2,1,58
3,1884,4,2,118
2,1090,2,1,37
3,1300,3,2,77.99
4,2950,4,2,250
3,1710,3,3,85
3,1500,3,1,68
3,1310,2,2,53
2,674,1,1,19.9
3,1350,3,2,70
3,1464,2,2,115
3,715,2,1,29
3,1400,2,1,40.45
3,1625,2,2,48.75
2,1065,2,1,30.76
6,510,4,1,70
3,1385,3,3,90
2,1040,2,1,50
3,1817,3,2,110
2,1205,2,1,47
2,1070,2,2,33.43
2,1070,2,1,52
2,1340,2,1,75
2,980,2,2,35
2,1006,2,0,44
2,1098,2,1,71
2,1200,2,1,53.5
4,4190,4,,325
2,1019,2,1,62
2,1150,2,2,40.21
3,1733.5,3,1,120
2,1415,2,2,120
3,1750,3,2,58
3,1537,3,2,81
2,1050,2,2,45
3,1452,3,3,55.6
2,1246,2,1,95
3,1890,4,2,85
2,972,2,1,40
4,10624,4,2,2340
4,1500,5,3,160
1,630,1,1,33.7
8,1050,5,0,80
3,1255,2,1,60
4,1900,4,2,185
3,2440,3,1,142
3,1938,3,3,92.69
3,1711,3,2,125
5,1200,4,3,240
2,1392,2,1,95
2,1225,2,1,77
4,3418,3,,235
3,1750,3,2,120
3,1260,2,1,80
1,691,1,1,31.1
4,2400,3,2,400
2,1285,2,1,78
3,1590,3,2,96
3,1571,3,2,65
5,2800,5,1,220
2,1060,2,1,48.66
2,1255,2,1,58
4,702,4,0,65
3,2400,2,2,185
3,1520,2,3,81
3,1430,,,70.99
2,1170,2,1,45.51
3,1580,3,2,75
3,1777.26,3,2,89
2,1303,2,2,55.78
2,1680,2,3,59
3,1495,2,,70
3,1835,3,1,108
3,610,3,1,60
2,1080,2,2,38
2,1025,2,1,29.61
2,1225,2,1,67.48
1,656,1,1,34.77
2,994,2,2,45
2,1025,2,1,65
2,1156,2,2,52
2,1250,2,2,60
4,3092,4,3,230
3,1930,4,2,122
2,1020,2,1,70
3,1310,2,1,70
1,610,1,0,27.565
2,1322,2,3,70
2,1160,2,2,57
2,1100,2,2,48
3,1720,3,3,150
3,1689,3,2,103
2,1090,2,1,47.42
2,2000,2,0,75
2,1155,2,2,69
6,4000,6,0,230
4,3913,5,0,176
3,3520,5,2,320
2,1125,2,2,39.98
3,1847,3,3,92
3,1515,2,1,76
8,3450,7,2,225
5,2500,3,1,120
2,1130,2,2,55
2,1049,2,1,51
3,2650,4,0,175
2,850,2,1,25.4
3,1842,3,2,115
5,2600,5,3,370
2,1282,2,1,72
2,800,2,1,40
4,1200,4,2,240
3,1190,2,2,30.35
3,1318,2,1,68
2,1698,2,1,105
3,2030,2,1,182
3,1276,2,1,31.9
3,1555,2,1,67
3,1881,3,2,145
3,2900,3,2,325
3,1890,3,2,109
5,900,5,,135
2,935,2,1,32
2,1000,2,3,58
3,1510,3,2,75
2,1120,2,1,50
2,930,2,1,25.99
3,1160,2,2,42
2,1419,2,2,48.1
2,1175,2,2,62
3,1350,2,1,63
3,2215,3,2,330
2,996,2,1,24.9
2,1076,2,1,30.13
4,2180,4,3,115
3,1715,3,3,112
2,1072,2,2,45
2,1230,2,1,80
3,1600,2,1,65
3,1411,3,1,93.25
5,3600,5,3,145
3,2404,3,2,138
4,1200,4,,190
3,1200,3,2,226
3,1208,3,1,45
5,1700,5,2,300
2,1225,2,1,69.84
2,1162,2,1,69
3,1262,2,1,65
2,1050,2,2,35
2,1160,2,1,33.51
3,1500,3,1,61.95
3,1610,3,3,85
2,1340,2,2,41
3,2275,4,2,182
2,1162,2,1,58
2,1500,2,0,145
4,3150,3,1,135
2,1170,2,2,65
2,980,2,1,25
3,1800,3,2,60
3,1423,2,1,71.73
2,1106,2,3,40
2,1105,2,2,27.6
4,7500,6,2,1800
2,1255,2,1,56.7
3,1525,2,2,65
2,1061,2,1,38.95
2,600,2,2,29.5
3,1400,2,2,40.45
3,2100,3,2,145
2,660,1,1,16.5
2,633,1,1,18
2,1260,2,3,120
2,854,2,0,55.43
3,2047,3,2,67.55
4,2597,4,3,189
2,1211,2,1,63
3,1904,3,2,129
2,1205,2,1,73.87
2,1164,2,2,64.08
2,1410,2,2,73
2,1150,2,1,42
2,1170,2,2,53.11
2,1420,2,1,62
2,1125,2,2,45
3,1789,3,3,75
2,1021,2,1,76
2,1074,2,2,26.85
2,1222,2,3,48
3,1981,3,1,134
2,1103,2,2,55
2,1201,2,1,65
2,970,2,1,36
2,920,2,2,33
3,1520,3,3,85
3,675,3,2,75
3,1268,2,1,75
1,660,1,0,30
3,1755,3,2,115
2,945,2,1,35
1,500,1,1,33
4,2650,4,0,153.5
4,1632,3,0,140
2,1167,2,2,37.5
2,1276,2,2,80
2,1234,2,2,51
2,1180,2,1,75
3,1370,2,2,87
2,1015,2,2,25.88
9,1200,9,3,230
3,1400,3,1,90
5,1500,6,3,155
2,1050,2,0,40
2,1251,2,1,46
3,1677,3,,92.13
2,1346,2,1,67.38
2,1090,2,1,31.48
5,1200,4,3,240
3,1290,2,3,51.1
5,7514,7,,1500
3,1881,3,2,145
2,1150,2,2,52
3,2690,3,2,295
3,1200,2,2,42
3,2735,4,2,340
2,950,2,0,65
3,1491,3,3,40.5
2,1050,2,1,51.66
3,1660,3,2,131
2,1134,2,2,55
2,1100,2,1,60
4,800,4,,60
2,1200,2,1,36.1
4,1200,4,3,240
3,980,3,1,80
2,1080,2,1,37.8
1,705,2,1,50
3,1200,2,2,35
2,1200,2,1,50
3,1804,3,2,127
2,750,2,0,20
2,420,1,1,25
4,2800,4,2,252
2,1090,2,2,38.37
2,1500,2,0,230
3,1287,3,1,55
3,2215,4,2,157
4,2800,4,,375
2,1045,2,2,42.15
2,1263,2,1,47.36
3,1431,3,2,85
2,999,2,2,32.9
3,1650,3,2,85.5
3,1535,3,1,72
4,2524,5,2,180
3,1300,3,2,69
3,600,3,2,125
3,2095,3,2,150
1,284,1,1,8
1,500,1,1,14
2,1265,2,2,68
2,1215,2,1,44.96
2,2200,2,0,180
2,1028,2,1,51
3,1835,2,,92
3,1800,3,3,65
3,2077,3,3,175
4,2880,3,2,211
6,499,5,0,89
2,708,2,1,31.15
2,1200,2,3,120
2,925,2,1,46.25
3,2826,3,1,148
1,381,1,0,33.66
4,3500,4,0,150
4,5400,4,,250
4,1000,5,2,200
3,1450,2,1,90
2,1100,2,1,65
2,1185,2,3,55
4,1900,4,2,80
2,1200,2,1,70
1,660,1,1,35
3,1920,4,2,121
2,1200,2,0,130
4,3418,,,222
4,4550,2,1,240
2,1205,2,1,68.32
2,1200,2,2,46
3,1421,2,2,73
3,1250,3,3,48.9
1,524,1,1,29
5,4200,5,,245
3,1540,3,,90
2,984,2,1,45.91
2,985,2,1,50.17
4,2830,4,3,161
2,1140,2,3,60
5,3600,5,3,130
3,1410,2,3,44.42
3,1700,2,2,86
2,1230,2,0,62.425
4,1800,3,2,700
2,1333,2,1,86.65
2,1258,2,1,85.5
3,1458,2,2,87
2,1386,2,1,85
2,1140,2,1,32.92
1,550,1,1,27
2,1200,2,3,83
2,1081,2,1,39
4,2135,3,2,149
4,2500,4,0,100
2,1178,2,1,80
2,991,2,2,40
3,1493,2,3,90
3,2495,3,3,130
2,1080,2,1,31.99
2,814,2,1,53
2,1025,2,1,50
2,1115,2,1,61
4,3075,2,3,188
7,1900,3,0,162
3,1760,3,2,160
7,4000,8,1,150
4,3090,4,,350
4,2700,4,3,295
2,1175,2,2,52.86
4,4235,5,3,364
2,1100,2,2,45
8,1200,7,1,175
2,1450,2,2,50.75
3,1810,3,3,131
3,1426,2,3,71
3,2400,2,3,195
2,1100,2,1,70
1,650,1,1,35
3,1350,3,2,47.25
2,900,2,1,27
2,1360,2,3,110
1,674,1,1,36.85
3,1655,3,2,110
2,1300,2,2,95
1,936,1,0,53
2,1277,2,2,92
2,1200,2,1,54
2,1015,2,1,39.08
2,1153,2,2,60
2,1035,2,1,51.5
5,3300,3,1,255
2,1150,2,1,46
2,1020,2,1,80
4,3630,6,0,212.5
2,1160,2,1,95
3,1075,2,1,31
2,1225,2,2,72
4,5000,5,3,950
2,1600,2,1,160
2,600,1,0,90
3,1350,3,2,60
3,1300,3,1,69
2,830,2,1,36.28
2,1155,2,1,69.18
4,3126,5,3,345
2,905,2,2,55
3,1375,2,0,75
,1575,,,31.11
2,1140,2,2,33.84
3,1550,2,2,60
2,957,2,1,55
2,890,2,2,45
4,3000,4,2,235
2,1070,2,1,55
5,2400,5,1,150
4,2400,4,2,595
2,925,2,1,37
2,1415,2,2,60
1,500,2,0,80
2,1225,2,1,37
4,2000,4,0,90
1,840,1,1,57
9,1560,9,,200
3,1732,3,1,112
1,1200,1,0,45
2,1260,2,1,69.9
2,1092,2,1,49
2,827,2,0,34
2,1357,2,2,54
2,650,1,1,40
3,1370,2,1,54.79
3,1725,3,2,106
2,1000,2,0,70
1,1350,1,0,55
4,3200,4,2,350
3,1717,3,2,110
2,700,2,1,34
2,800,2,1,32
3,2367,4,3,340
3,1415,2,1,65
3,1976,3,1,145
2,883,2,1,37.01
1,700,1,1,38
3,1445,3,1,50
3,2082,3,2,104
2,1140,2,2,46
2,933,2,1,66
4,800,5,1,95.5
2,1155,2,1,57
2,1130,2,1,36
2,1200,2,2,73.2
2,1055,2,1,43
3,1555,3,2,125
3,1420,3,2,62
3,2214,3,2,350
1,658,1,1,26.91
2,896.9,2,1,78.74
4,4000,3,2,750
2,1035,2,2,40
4,2064,5,2,225
3,1839,3,3,160
2,1200,2,2,44
1,488,1,1,20
3,1200,2,1,198
5,2760,5,,140
2,993,2,2,42
2,1225,2,1,45
2,900,2,0,55
9,1200,13,,150
2,825,2,1,32
4,3596,4,2,359
6,1350,4,1,203
3,1800,3,3,92
2,925,2,1,100
2,1167,2,1,63
2,1150,2,1,41
1,650,1,1,50
1,675,1,1,27
2,2260,3,1,90
1,660,1,0,32.39
3,4800,4,2,600
2,1100,2,1,58
2,550,1,1,20
3,1330,2,1,58
2,1320,2,1,160
3,1685,4,2,185
6,2400,5,2,75
3,1770,3,3,108
3,2100,3,3,125
2,1000,2,3,42
4,600,5,1,105
4,2916,5,1,230
3,1419.59,2,1,65
3,1400,3,,81
2,750,2,1,37.49
2,1070,2,1,87
3,1536,3,1,107
3,1710,3,2,210
3,2400,3,3,196
3,1618,,,102.92
2,1342,2,1,72
3,1600,3,2,130
1,938,1,1,50
3,1820,3,2,99
4,2439,4,3,170
3,1665,3,2,78
3,1850,3,2,150
2,1091,2,1,40
2,1346,2,1,74.03
3,1720,3,2,224
4,3675,4,3,176
2,1060,2,2,33.95
2,1059,2,1,57
2,1299,2,1,97
3,1491,3,2,85
2,1200,2,2,85
4,2088,5,0,110
1,581,1,1,29
2,1296,2,2,70
2,1125,2,1,55
3,1275,3,1,70
2,1095,2,2,55
5,10000,4,2,975
2,1330,2,2,74
2,1135,2,2,60
1,516,1,1,39
2,1194,2,1,51
5,2250,5,,240
2,770,1,1,38
4,3930,5,2,330
3,1355,3,2,54.2
8,3000,8,0,150
4,2569,4,1,175
4,3758,4,2,450
2,1116,2,3,51.91
3,1707,3,2,115
5,1200,5,1,225
2,1070,2,2,49
4,6000,4,,410
3,1240,2,1,83
2,1300,2,1,91.65
2,1700,2,2,76
3,1383,2,2,76.18
5,3000,4,3,170
2,1200,2,1,34.65
2,935,2,3,45
3,2072,4,2,151
4,2200,3,1,225
1,615,1,1,46
2,1116,2,1,45
3,1639,3,2,107
3,1839,3,2,130
2,1300,2,2,63
1,625,1,1,27
1,933,1,1,61
3,2289,3,3,180
3,2316,3,0,125
2,1005,2,1,39.77
2,1080,2,1,38
7,1200,5,3,185
2,910,2,3,36
2,1200,2,0,73
2,1110,2,1,39.9
2,1142,2,2,56
5,4000,4,3,240
3,1800,3,1,204
2,1005,2,1,55
3,1626.6,3,1,133
2,1074,2,2,54
2,1230,2,0,80
2,660,1,1,23
2,1007,2,2,48
4,1050,6,1,74
3,1820,3,2,113
2,1100,2,1,60
2,1348,2,0,100
2,1230,2,2,66.25
3,1176,2,1,37.62
3,1590,3,2,57
2,1200,2,1,78
2,1298,2,1,65
2,1161,2,1,55.15
4,1350,4,0,175
5,1200,5,2,138
2,1285,2,1,60
3,1644,3,2,92.59
3,1819,3,1,150
2,1205,2,1,85
3,2350,3,3,300
2,1050,2,1,42
2,1270,2,2,62
3,1240,2,2,39.89
3,1221,3,3,70
3,840,2,2,35
2,1339,2,2,63
4,4303,5,,300
2,1315,2,1,85
2,1250,2,2,68
2,850,2,1,27
3,1600,2,2,110
2,1250,2,1,62
3,1312,2,1,56.5
4,3000,4,0,134
2,1300,2,2,28
3,1990,3,3,98
2,760,2,2,38.5
4,5000,4,2,536
3,1614,2,2,59
4,1500,3,2,162
3,1182,2,1,60.1
2,1053,2,1,46.29
1,750,1,1,105
3,2000,3,3,125
3,1940,4,3,116
3,1590,3,2,105
2,1035,2,2,52.79
2,1075,2,2,53
2,900,2,0,55
3,1260,2,1,62
6,1200,5,0,260
3,1702,3,2,107
3,1080,2,2,65
2,1189,2,1,45
2,1035,2,1,39
2,1200,2,1,36
8,4482,6,2,852
3,1200,3,0,200
3,1300,3,1,69
2,1330,2,1,93.65
3,1210,2,1,65
3,1350,2,2,54.2
3,1900,2,2,65
3,1935,4,2,125
3,1410,3,3,90
2,1469,2,2,99.14
2,986,2,1,30
3,1460,2,2,87
3,1260,2,2,85.05
3,1345,2,2,39.5
2,980,2,1,57
2,1164,2,2,75
2,929,1,2,51
2,1065,2,1,70
2,1150,2,0,56.725
3,3000,3,1,265
2,1020,2,1,30.27
3,1362,3,1,62.63
1,672,1,1,36.85
3,1746,3,3,115
2,1025,2,1,29.6
2,1532,2,1,65
3,1200,2,2,120
2,1250,2,2,65
2,1188,2,1,39
4,3565,4,0,218
2,1170,2,2,85
3,1800,3,2,150
2,1000,2,1,35
3,2600,3,1,375
5,1200,4,3,240
4,2507,4,2,155
2,1061,2,1,34
2,1290,2,2,69
2,1200,2,1,42.6
2,1120,2,2,39.29
1,418,1,1,12
3,1333,3,1,50
3,1691,3,2,119
1,684,1,0,34.355
3,1700,3,3,250
3,2030,4,1,125
2,1012,2,1,70
3,1245,2,1,60
3,1765,3,2,118
2,1110,2,2,36.25
2,967,2,1,47.8
2,1044,2,2,36
3,1518,3,3,80
3,1300,2,2,57
3,1798,3,3,73
2,866.28,2,0,36.38
4,3410,5,3,253
2,1179,2,2,56
5,3600,5,,510
2,1125,2,1,48
3,2098,3,1,210
3,2400,3,1,270
3,1976,3,2,92
2,1190,2,2,61.8
3,1800,3,3,192
3,1761,3,1,84.52
3,1700,3,3,120
4,900,4,1,70
2,1128,2,1,64.8
3,2000,3,2,85
3,1220,2,1,35.25
1,509,1,1,20
3,1852,4,2,122
2,1045,2,1,40.65
4,3535,4,2,215
2,1102,2,2,53.67
4,1800,3,2,82
3,1436,2,2,75
3,1397,2,,52
2,1140,2,2,56
1,645,1,1,55
5,2350,5,,325
3,1200,3,2,225
3,2050,3,2,135
2,1335,2,1,95
2,2100,1,1,200
3,1255,3,2,77.68
2,1140,2,1,59
3,2376,3,1,240
1,663,1,1,46
2,1276,2,0,146
3,1450,3,3,60.9
3,1400,3,3,66
2,1339,2,1,53.56
3,1220,2,1,35.23
3,2200,3,2,275
2,1305,2,2,52
3,1740,3,3,80
2,680,1,1,21
2,1154,2,2,47
2,1200,2,2,40
2,1155,2,2,54.5
3,1525,2,3,63
1,600,1,1,125
4,2470,5,2,192
2,1100,2,1,60
2,1250,2,2,65
2,1400,2,1,70
3,1600,3,2,100
2,1060,2,1,55
2,1272,2,2,50
2,1296,2,2,105
4,2100,3,2,280
3,1945,3,3,115
3,1033,2,2,30.47
3,2300,2,,69
2,1235,2,2,52.76
3,2100,3,1,270
2,850,2,1,42.5
3,1880,3,2,110
4,2450,4,2,368
2,1060,2,2,52
3,2041,3,3,138
2,1050,2,2,125
2,1037,2,1,36.28
2,1150,2,1,39
2,1184,2,1,62
3,1680,3,2,126
3,1411,3,2,100
5,900,5,0,55
2,900,2,2,41
4,3500,4,3,320
3,1702,3,2,120
2,1185,2,2,45
3,1300,3,1,64
3,1545,3,2,65
3,1515,2,2,135
3,1300,3,3,55
2,1107,2,1,57
3,1720,3,2,106
3,1540,3,2,150
2,1000,2,1,44.5
1,710,1,1,40.42
2,1100,2,1,38
4,3200,4,0,270
2,900,2,2,160
2,1250,2,0,48
5,2400,4,3,130
3,1584.01,3,1,104
4,875,4,0,150
4,1200,6,3,60
3,1485,2,2,70
3,1100,2,1,78
2,1245,2,1,59
4,1880,4,0,154
3,2214,3,3,350
2,1050,2,2,45
4,600,4,2,95
3,1640,3,2,105
2,1165,2,1,65
2,1110,2,1,43
7,1200,5,2,200
4,4000,4,2,630
4,4500,4,0,150
4,600,4,3,65
2,1300,2,2,75
2,1200,1,0,42
,1200,,,12.75
2,1232,2,1,69.61
3,1704,3,2,94.36
3,1275,2,2,88
3,1222,2,1,68
2,1155,2,2,39
2,1000,2,1,29.95
2,1200,2,1,45
3,1517,3,2,71.28
2,1166,2,1,37.29
2,870,2,2,24
5,4000,5,2,170
4,1350,4,1,230
4,3019,6,,190
3,1345,3,1,58
3,900,3,1,75
4,3800,5,2,170
3,971,2,2,38
2,1255,2,1,52.32
2,1810,2,2,65
2,1300,2,1,58
2,1185,2,2,45
2,1350,2,3,68
3,1510,3,0,76.16
7,3000,6,3,180
4,1560,3,2,149
3,1650,3,,126
3,1645,3,2,87
3,1748,3,,103
3,1200,3,1,67.77
2,1170,2,3,50
4,3420,4,2,225
3,1320,2,2,65
3,1610,3,2,84.53
3,1870,3,3,180
3,1510,2,1,110
6,2700,7,3,110
3,1305,2,1,45.68
3,1500,2,1,70
2,1149,2,1,130
4,1948,4,2,129
3,1448,3,1,70
2,1242,2,1,78
2,1268,2,1,58
2,1101,2,1,50
2,1255,2,3,65
3,1362,3,1,62.63
3,984,3,2,140
2,1089,2,1,32.67
2,800,1,3,95
3,1345,2,1,57
8,3600,9,3,125
4,1650,2,1,140
2,950,2,1,45
2,1068,2,1,43
2,860,1,2,31
8,3000,5,,130
3,1756,3,2,66.73
2,1205,2,1,41
8,1120,8,,155
3,1800,3,2,125
4,8321,5,2,2912
3,1604,3,0,68
4,2732,4,3,204
2,1015,2,2,25.88
3,1200,2,2,42
2,1010,2,2,38
2,1250,3,0,170
2,1010,2,1,41
2,1050,2,2,33.1
3,1710,3,2,85
3,1248.52,3,2,115
1,410,1,1,10
3,1656,2,1,62.93
3,1451,3,1,68
6,1200,3,0,175
2,1250,2,2,93
3,4395,3,3,240
4,4600,6,2,650
3,1340,2,3,42
2,1100,2,2,38.5
4,6000,6,,700
3,1700,3,1,71
6,1200,5,0,150
2,1096,2,1,43
2,1160,2,1,33.5
3,1936,3,2,139
3,1269,2,2,63
3,3500,3,1,630
3,1586,3,1,125
2,1376,2,1,124
3,1452,3,3,56.5
3,1538,3,1,107
3,1427,2,1,130
2,935,2,0,40
2,1220,2,3,65
2,1197,2,1,77
2,674,1,1,19.9
1,410,1,1,15
3,1573,3,1,90
2,1135,2,2,58
3,1400,2,1,40.43
1,1200,1,0,65
3,1800,3,0,95
3,2045,3,2,108
2,1268,2,1,56
2,883,2,1,39
3,1600,3,3,100
2,1056,2,2,70
10,1200,11,,105
4,4500,4,,330
2,1204,2,2,58
3,1410,2,1,54
2,1460,2,1,80.3
2,1100,2,1,41.18
2,1310,2,1,88
3,1600,3,2,90
2,1250,2,2,55
3,1665,3,2,74.93
3,1345,2,1,57
5,2000,5,2,240
2,1416,2,2,67
2,1145,2,2,46
10,7200,10,3,200
3,1231,3,2,58
3,1664,3,0,73.95
3,2000,3,1,76
2,972,2,2,43
4,4500,4,3,345
2,1185,2,1,47.39
3,1750,3,2,81
3,3155,4,,316
2,1007,2,1,68
3,1700,3,2,200
2,1250,2,2,85
2,1200,2,1,54
2,994,2,1,42.28
2,1150,2,2,40
2,1220,2,2,46
2,1441,2,1,115
2,1157,2,2,47.32
6,1300,6,3,150
2,1400,2,2,105
3,1370.07,3,1,65
5,1200,4,1,130
2,900,2,1,40
1,418,1,1,17
3,1200,3,1,80
2,1200,2,3,43
2,1062,2,1,42.48
2,1120,2,1,51
2,1012,2,1,44
3,1500,2,1,200
4,950,4,,180
2,675,2,2,13.5
2,1430,2,2,78
3,1195,2,1,56
3,2640,5,1,150
3,1075,2,1,42
3,1550,3,0,75.99
6,782,4,2,85
2,1011,2,1,59
3,1450,2,1,102
2,1129,2,1,69
2,1126,2,1,36
3,1200,3,,110
3,1180,2,2,45
3,600,4,2,125
4,940,4,2,45
3,1933,3,2,140
2,1082,2,2,64
8,2400,8,1,250
1,610,1,0,28
4,1560,4,1,160
3,1300,3,3,77.99
4,3850,6,0,205
2,1125,2,1,46
6,2400,7,2,107
2,777.4,2,0,25
4,2500,3,1,65
3,1798,3,,150
3,1864,3,2,120
2,1115,2,1,51.91
1,400,1,1,25
2,1200,2,1,70
2,992,2,2,24.8
2,950,2,3,57
4,1500,4,3,185
2,1200,2,1,62
3,1735,3,2,70
3,1750,3,3,172
2,1009,2,2,56
3,1470,2,3,102
3,1527,3,2,115
2,985,2,1,45
4,3300,4,2,135
2,1277,2,1,77
2,1100,2,1,62
3,1820,3,2,140
4,1530,3,3,87
3,1886,3,2,205
3,1200,2,0,190
3,1880,4,2,110
2,1255,2,2,52.35
2,700,2,1,36
2,1140,2,2,46
2,1025,2,1,29.6
4,3453,4,2,247
3,1490,2,2,59.6
4,1200,4,2,165
3,1850,3,2,140
2,1250,2,1,78
4,2400,3,1,108
4,3522,5,3,716
2,1244,2,2,88
4,623,4,1,75
2,1025,2,1,28.57
2,1034,2,1,38
3,1191,2,2,33.34
3,1719,3,2,71
2,1035,2,1,39.33
4,1500,3,2,230
3,1470,2,2,84.22
2,1140,2,1,50.66
3,1752.12,3,2,125
6,600,6,2,80
4,600,3,1,84
3,2990,3,2,170
3,1660,3,2,85
3,1275,3,3,63.43
3,1365,3,1,52.81
3,1200,2,0,90
3,2546,3,,170
3,1392,3,1,69.46
2,1245,2,1,59.76
5,1200,3,1,65
2,1162,2,2,64.08
3,1476,2,1,73
1,700,1,1,21.5
6,3600,6,1,170
2,943,2,2,48
2,1150,2,1,170
2,1113,2,1,44.5
3,1615,3,2,69.43
2,1279,2,3,100
2,1256,2,1,60
3,1805,3,2,280
3,1350,3,1,65
3,1525,3,2,68.63
2,1357,2,1,123
3,1645,3,2,117
3,1777.26,3,2,92
2,845,2,2,32
2,900,2,0,25
2,1210,2,1,64.15
2,829,2,1,22.8
3,1879,3,2,155
3,1250,2,2,50
4,1200,2,2,35
3,1108,2,1,60
3,1401,3,2,69
3,1157,2,1,75
2,1185,2,1,42.66
3,1751,3,2,115
5,1550,3,1,250
3,1880,3,2,96.5
3,1235,3,0,40.985
2,1175,2,2,38
2,1407,2,1,98.49
2,1000,2,2,50
3,1518,3,3,75
4,3600,4,2,300
2,1027,2,1,67
4,3730,6,2,430
2,1145,2,2,46
2,1260,2,2,113
3,1500,2,3,47.25
3,1737,2,1,57.32
4,3484,,,161.5
3,1600,4,1,120
3,1500,3,2,135
2,1120,2,0,60
3,1200,4,1,240
2,1030,2,1,46.5
6,2500,6,1,88
2,1057,2,1,35
4,2774,4,3,208
2,1460,2,2,38.5
2,1075,2,1,53.7
3,1080,2,1,60
4,3626,5,3,788
6,5100,7,,225
2,1139.7,2,1,45
2,1074,2,1,42.8
2,1200,2,1,46.13
4,2425,5,1,175
2,1323,2,2,74
2,1232,2,1,69.61
2,900,2,1,40
1,740,1,1,23.65
3,1920,3,2,134
3,1550,3,2,96
3,1588,2,3,90
3,2300,4,1,240
9,3600,8,2,165
2,1308,2,1,86
3,1340,2,2,54.27
10,3280,9,3,450
4,2170,3,2,265
3,1719,3,2,135
2,1107.83,2,1,41.51
2,1200,2,1,45.84
1,1090,2,1,31.48
5,1500,5,2,210
3,1660,3,2,104
2,1247,2,1,58.56
3,1595,3,2,96
2,1175,2,2,50
8,1200,8,,135
2,1184,2,1,78
2,1100,2,2,55
2,935,2,0,78
2,1200,2,2,60
5,2400,5,1,408
2,1000,2,1,45
2,1000,2,0,52
3,1705,3,2,85
3,1060,2,2,58.3
4,2325,4,1,120
3,1347,2,2,55
8,1200,8,3,250
2,1402,2,2,95
3,2280,4,2,125
2,1225,2,2,71.05
2,1080,2,1,53
7,4000,7,,90
3,1919,3,0,300
2,1100,2,2,42.6
4,2500,4,3,225
2,1200,2,2,78
